Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Cl,Cd,peak_LD_2d,aoa_2d,peak_LD_3d,aoa_3d,airfoil
,0.0165942489308601,0.4357717957149789,0.1075659616179428,0.3630065008740053,,,,87.28247914183551,4.0,30.872385282776616,2.0,gen3_rank3.dat
,0.0248922837994276,0.5060012941560379,0.1006473273518424,0.2497572181402883,,,,89.66903073286052,4.0,33.311644837454736,1.0,gen4_rank1.dat
,0.022261785089786,0.4331934267573742,0.1,0.3069402713563366,,,,93.64661654135338,4.0,32.163759025932286,1.0,gen4_rank2.dat
,0.0194534572763492,0.4929997463900391,0.1099571344185753,0.2760245103163518,,,,86.31137724550898,4.0,32.89177601927178,1.0,gen4_rank3.dat
,0.0248922837994276,0.5060012941560379,0.1006473273518424,0.2497572181402883,,,,89.66903073286052,4.0,33.311644837454736,1.0,gen5_rank1.dat
,0.0191029544628299,0.4691247878379835,0.1014554231799332,0.2938451922114271,,,,88.37725381414701,3.0,32.99968136580903,1.0,gen5_rank2.dat
,0.0194534572763492,0.4929997463900391,0.1099571344185753,0.2760245103163518,,,,86.31137724550898,4.0,32.89177601927178,1.0,gen5_rank3.dat
,0.0190331536495623,0.5150925315780861,0.1066071614957611,0.2888108629283268,,,,88.31258644536652,3.0,33.56245092989748,1.0,gen6_rank1.dat
,0.0248922837994276,0.5060012941560379,0.1006473273518424,0.2497572181402883,,,,89.66903073286052,4.0,33.311644837454736,1.0,gen6_rank2.dat
,0.0191350504534945,0.4628085417779754,0.1,0.2798412415522434,,,,86.47272727272727,4.0,32.958464340806216,1.0,gen6_rank3.dat
,0.03220653139465555,0.39171870172706225,0.1031773545336826,0.264169025417093,,,,99.08891328210757,5.0,30.378788930404514,1.0,gen1_rank1.dat
,0.023655508975062734,0.348421181888955,0.10599613190425045,0.27642379832942354,,,,91.48406374501991,6.0,29.677144547603238,1.0,gen1_rank2.dat
,0.03556843907735443,0.5812061656272991,0.10856756313100735,0.35489157420185313,,,,121.96745562130177,3.0,29.66603695592408,0.0,gen1_rank3.dat
,0.02692895453772067,0.5033728936681411,0.10564761374632921,0.3802464836385065,,,,110.39940828402365,3.0,31.676852434084545,0.0,gen2_rank1.dat
,0.02986557359594659,0.39192911700939054,0.10705561022399349,0.29547525924266466,,,,100.21324354657689,5.0,31.146426371089493,0.0,gen2_rank2.dat
,0.03300018460514478,0.5176256991513513,0.1129206977734756,0.3371331388917033,,,,115.49668874172185,4.0,31.542280983615584,0.0,gen2_rank3.dat
,0.02692895453772067,0.5033728936681411,0.10564761374632921,0.3802464836385065,,,,110.39940828402365,3.0,31.676852434084545,0.0,gen3_rank1.dat
,0.03300018460514478,0.5176256991513513,0.1129206977734756,0.3371331388917033,,,,115.49668874172185,4.0,31.542280983615584,0.0,gen3_rank2.dat
,0.02310012922360135,0.4589221280379275,0.1184599215378876,0.3454420617568263,,,,101.01651842439644,4.0,31.63901998914482,1.0,gen3_rank3.dat
,0.02692895453772067,0.5033728936681411,0.10564761374632921,0.3802464836385065,,,,110.39940828402365,3.0,31.676852434084545,0.0,gen4_rank1.dat
,0.025698000685305398,0.5220216219374043,0.10889838529078225,0.37245250397592217,,,,108.86764705882354,3.0,31.93103547782624,1.0,gen4_rank2.dat
,0.02310012922360135,0.4589221280379275,0.1184599215378876,0.3454420617568263,,,,101.01651842439644,4.0,31.63901998914482,1.0,gen4_rank3.dat
,0.026087731455258095,0.37887673647325987,0.10673776672807057,0.28975982096869235,,,,95.3888888888889,5.0,30.474262611107456,1.0,gen5_rank1.dat
,0.03371007939128457,0.44982446854812874,0.1,0.3342772180627075,,,,112.92105263157895,4.0,32.768913491764096,0.0,gen5_rank2.dat
,0.025698000685305398,0.5220216219374043,0.10889838529078225,0.37245250397592217,,,,108.86764705882354,3.0,31.93103547782624,1.0,gen5_rank3.dat
,0.03371007939128457,0.44982446854812874,0.1,0.3342772180627075,,,,112.92105263157895,4.0,32.768913491764096,0.0,gen6_rank1.dat
,0.028058450858709408,0.454137916440335,0.1,0.2926646632097642,,,,100.3530895334174,4.0,33.76764090009843,0.0,gen6_rank2.dat
,0.029451954268016806,0.4356695436811057,0.10872572796822155,0.3078610097332227,,,,102.70780856423175,4.0,32.464699189086325,0.0,gen6_rank3.dat
,0.028058450858709408,0.454137916440335,0.1,0.2926646632097642,,,,100.3530895334174,4.0,33.76764090009843,0.0,gen7_rank1.dat
,0.026412408572851563,0.4341305585269748,0.1,0.2883508642157729,,,,97.05368289637953,4.0,33.16404650481612,0.0,gen7_rank2.dat
,0.03371007939128457,0.44982446854812874,0.1,0.3342772180627075,,,,112.92105263157895,4.0,32.768913491764096,0.0,gen7_rank3.dat
,0.028058450858709408,0.454137916440335,0.1,0.2926646632097642,,,,100.3530895334174,4.0,33.76764090009843,0.0,gen8_rank1.dat
,0.027564638172952054,0.44813570906632694,0.1,0.2913705235115668,,,,99.42138364779873,4.0,33.617633587408164,0.0,gen8_rank2.dat
,0.026412408572851563,0.4341305585269748,0.1,0.2883508642157729,,,,97.05368289637953,4.0,33.16404650481612,0.0,gen8_rank3.dat
,0.028058450858709408,0.454137916440335,0.1,0.2926646632097642,,,,100.3530895334174,4.0,33.76764090009843,0.0,gen9_rank1.dat
,0.027564638172952054,0.44813570906632694,0.1,0.2913705235115668,,,,99.42138364779873,4.0,33.617633587408164,0.0,gen9_rank2.dat
,0.026906221258608917,0.4401327659009829,0.1,0.2896450039139703,,,,97.83749999999999,4.0,33.378108398477806,0.0,gen9_rank3.dat
,0.028058450858709408,0.454137916440335,0.1,0.2926646632097642,,,,100.3530895334174,4.0,33.76764090009843,0.0,gen10_rank1.dat
,0.027564638172952054,0.44813570906632694,0.1,0.2913705235115668,,,,99.42138364779873,4.0,33.617633587408164,0.0,gen10_rank2.dat
,0.026906221258608917,0.4401327659009829,0.1,0.2896450039139703,,,,97.83749999999999,4.0,33.378108398477806,0.0,gen10_rank3.dat
,0.028058450858709408,0.454137916440335,0.1,0.2926646632097642,,,,100.3530895334174,4.0,33.76764090009843,0.0,gen11_rank1.dat
,0.027564638172952054,0.44813570906632694,0.1,0.2913705235115668,,,,99.42138364779873,4.0,33.617633587408164,0.0,gen11_rank2.dat
,0.02677759642057953,0.44214415493916354,0.1,0.29256239279136653,,,,98.21831869510666,4.0,33.40875758479354,0.0,gen11_rank3.dat
